CustomerID,Recency,Frequency,Monetary,AvgOrderValue,ItemDiversity,PurchaseHour,RepeatPurchase
10356,1,8,911.44,113.93,0.37,11,0
10357,27,5,347.21,69.44,0.46,12,1
10358,85,2,103.98,51.99,0.31,12,0
10359,26,5,197.88,39.58,0.16,8,0
10360,15,6,121.36,20.23,0.11,8,0
10361,31,5,215.96,43.19,0.29,10,1
10362,19,5,418.47,83.69,0.39,21,1
10363,24,8,568.24,71.03,0.21,18,1
10364,86,7,798.87,114.12,0.18,10,0
10365,15,9,509.48,56.61,0.18,9,1
10366,98,5,439.28,87.86,0.19,19,0
10367,71,4,265.52,66.38,0.29,9,0
10368,7,1,68.82,68.82,0.24,13,0
10369,3,5,215.58,43.12,0.1,20,0
10370,4,2,125.54,62.77,0.51,8,1
10371,1,5,322.16,64.43,0.46,13,1
10372,3,4,356.79,89.2,0.2,12,1
10373,35,6,682.6,113.77,0.27,13,0
10374,3,7,347.05,49.58,0.12,12,1
10375,12,7,136.02,19.43,0.21,14,0
10376,56,5,335.55,67.11,0.05,8,0
10377,1,5,360.84,72.17,0.21,20,1
10378,51,6,196.12,32.69,0.36,10,0
10379,10,2,189.7,94.85,0.23,13,1
10380,4,10,1184.18,118.42,0.24,8,1
10381,36,8,914.45,114.31,0.44,20,1
10382,30,6,214.18,35.7,0.32,18,1
10383,63,5,534.57,106.91,0.16,18,0
10384,40,6,533.83,88.97,0.39,14,1
10385,49,5,313.27,62.65,0.23,11,1
10386,10,2,143.53,71.76,0.6,10,1
10387,6,4,416.83,104.21,0.25,17,0
10388,42,8,523.31,65.41,0.12,16,1
10389,50,7,379.31,54.19,0.18,8,1
10390,140,11,734.7,66.79,0.23,15,0
10391,16,5,379.04,75.81,0.48,8,1
10392,14,6,209.12,34.85,0.2,20,1
10393,45,7,767.17,109.6,0.11,21,1
10394,13,7,600.53,85.79,0.14,12,1
10395,81,9,733.44,81.49,0.07,17,1
10396,59,5,127.24,25.45,0.33,15,0
10397,17,4,313.75,78.44,0.22,13,0
10398,42,4,110.8,27.7,0.39,14,0
10399,43,10,232.63,23.26,0.41,18,1
10400,4,8,562.94,70.37,0.25,15,1
10401,70,3,171.88,57.29,0.47,20,0
10402,22,3,230.48,76.83,0.06,13,0
10403,53,5,121.84,24.37,0.39,18,0
10404,12,7,421.77,60.25,0.49,13,1
10405,68,10,333.53,33.35,0.26,18,1
10406,15,12,1423.75,118.65,0.19,13,1
10407,1,5,369.6,73.92,0.55,12,1
10408,71,8,697.45,87.18,0.14,15,0
10409,3,8,393.35,49.17,0.29,20,0
10410,12,4,99.79,24.95,0.17,9,0
10411,90,8,939.73,117.47,0.16,14,0
10412,91,6,270.34,45.06,0.1,11,0
10413,26,3,178.5,59.5,0.52,8,0
10414,30,10,832.36,83.24,0.14,20,1
10415,18,7,123.15,17.59,0.19,12,1
10416,11,4,400.31,100.08,0.37,10,1
10417,12,7,499.38,71.34,0.27,11,0
10418,34,4,176.85,44.21,0.18,14,0
10419,42,3,64.41,21.47,0.17,12,0
10420,48,9,288.56,32.06,0.27,21,1
10421,47,5,544.89,108.98,0.18,11,0
10422,3,6,522.2,87.03,0.39,8,1
10423,21,5,206.2,41.24,0.38,13,1
10424,2,4,87.55,21.89,0.3,18,1
10425,24,5,437.57,87.51,0.35,17,1
10426,18,4,300.41,75.1,0.19,13,0
10427,66,12,689.69,57.47,0.27,14,0
10428,13,7,372.25,53.18,0.18,8,1
10429,4,6,226.59,37.76,0.53,21,1
10430,5,6,511.86,85.31,0.12,11,1
10431,44,6,701.52,116.92,0.25,19,0
10432,29,4,133.8,33.45,0.29,16,0
10433,4,7,543.88,77.7,0.26,19,1
10434,3,5,297.7,59.54,0.49,21,1
10435,37,6,371.41,61.9,0.22,17,0
10436,3,4,166.74,41.68,0.28,13,1
10437,52,8,813.11,101.64,0.35,9,1
10438,37,4,263.81,65.95,0.29,11,0
10439,3,7,504.4,72.06,0.31,13,1
10440,3,8,376.0,47.0,0.17,11,1
10441,130,2,68.18,34.09,0.1,17,0
10442,15,7,168.14,24.02,0.2,14,1
10443,14,5,449.91,89.98,0.39,19,0
10444,51,3,106.81,35.6,0.29,20,0
10445,89,3,262.37,87.46,0.26,10,0
10446,129,6,335.94,55.99,0.22,13,0
10447,42,6,351.94,58.66,0.6,20,0
10448,15,4,257.05,64.26,0.57,19,1
10449,3,6,321.66,53.61,0.26,11,1
10450,46,12,306.78,25.56,0.08,10,0
10451,25,3,142.53,47.51,0.76,19,1
10452,17,7,592.84,84.69,0.82,10,1
10453,72,6,509.44,84.91,0.49,21,0
10454,4,4,180.21,45.05,0.23,9,1
10455,21,5,316.55,63.31,0.57,18,1
10456,1,11,388.43,35.31,0.44,10,1
10457,19,2,74.18,37.09,0.27,20,0
10458,2,9,156.78,17.42,0.31,19,1
10459,4,4,436.63,109.16,0.12,21,1
10460,4,6,222.75,37.12,0.46,17,1
10461,32,5,194.46,38.89,0.43,8,0
10462,42,12,532.3,44.36,0.25,10,0
10463,27,4,113.51,28.38,0.1,16,0
10464,99,5,410.61,82.12,0.17,11,0
10465,15,4,91.56,22.89,0.14,10,0
10466,11,4,116.37,29.09,0.39,15,0
10467,61,9,744.3,82.7,0.26,8,1
10468,8,2,101.33,50.66,0.45,12,1
10469,100,6,536.01,89.34,0.07,8,0
10470,1,8,588.24,73.53,0.41,14,1
10471,106,4,167.53,41.88,0.31,12,0
10472,2,8,666.7,83.34,0.39,9,1
10473,67,6,163.25,27.21,0.15,19,0
10474,23,8,570.58,71.32,0.25,21,1
10475,149,6,365.4,60.9,0.21,8,0
10476,3,8,345.01,43.13,0.46,18,1
10477,25,6,470.52,78.42,0.08,14,1
10478,105,5,532.45,106.49,0.11,19,0
10479,23,6,719.31,119.88,0.12,8,1
10480,30,12,945.78,78.82,0.11,10,1
10481,36,8,459.95,57.49,0.12,18,1
10482,19,7,270.53,38.65,0.25,13,0
10483,30,4,167.98,42.0,0.33,13,0
10484,27,1,65.34,65.34,0.09,14,0
10485,70,11,589.21,53.56,0.24,18,0
10486,2,6,665.7,110.95,0.3,21,1
10487,10,6,322.03,53.67,0.4,18,1
10488,91,4,216.85,54.21,0.05,8,0
10489,67,5,276.36,55.27,0.34,14,0
10490,19,3,308.54,102.85,0.3,9,1
10491,30,3,250.0,83.33,0.24,13,1
10492,10,8,635.9,79.49,0.17,20,1
10493,7,4,200.34,50.08,0.11,15,1
10494,19,2,201.76,100.88,0.07,20,1
10495,14,4,76.11,19.03,0.39,12,1
10496,27,8,851.47,106.43,0.09,17,0
10497,3,6,413.03,68.84,0.12,10,1
10498,110,6,340.9,56.82,0.32,18,0
10499,129,5,336.01,67.2,0.05,15,0
10500,36,6,510.47,85.08,0.27,15,0
10501,24,6,98.04,16.34,0.2,11,0
10502,12,4,426.05,106.51,0.3,15,1
10503,51,4,247.63,61.91,0.15,12,0
10504,35,7,357.08,51.01,0.23,20,1
10505,6,7,206.61,29.52,0.33,18,1
10506,73,5,305.72,61.14,0.51,12,0
10507,52,10,671.14,67.11,0.18,10,0
10508,90,7,401.68,57.38,0.17,14,0
10509,39,6,517.56,86.26,0.11,18,1
10510,29,6,355.16,59.19,0.23,21,1
10511,17,5,579.74,115.95,0.43,18,1
10512,81,11,857.17,77.92,0.36,16,1
10513,61,7,698.5,99.79,0.34,16,0
10514,2,3,79.45,26.48,0.41,8,1
10515,1,5,283.58,56.72,0.18,8,1
10516,15,4,201.48,50.37,0.05,17,1
10517,50,3,224.39,74.8,0.16,19,0
10518,131,6,632.5,105.42,0.39,19,0
10519,5,7,162.58,23.23,0.13,18,1
10520,28,6,135.72,22.62,0.41,12,0
10521,15,11,1147.12,104.28,0.25,8,1
10522,106,6,224.1,37.35,0.29,11,0
10523,56,6,511.31,85.22,0.4,19,0
10524,55,5,360.01,72.0,0.2,8,0
10525,19,5,512.27,102.45,0.57,9,1
10526,17,4,112.54,28.14,0.25,9,0
10527,10,7,200.39,28.63,0.56,11,0
10528,2,5,367.33,73.47,0.3,15,1
10529,61,3,343.11,114.37,0.17,9,0
10530,51,10,585.75,58.58,0.37,21,0
10531,246,6,295.97,49.33,0.3,16,0
10532,171,10,787.02,78.7,0.09,19,0
10533,25,6,676.18,112.7,0.5,16,0
10534,44,6,617.26,102.88,0.34,9,1
10535,87,2,239.05,119.52,0.53,8,0
10536,57,6,104.22,17.37,0.3,17,0
10537,9,9,241.65,26.85,0.15,17,1
10538,18,7,552.96,78.99,0.31,16,1
10539,5,3,303.48,101.16,0.3,9,0
10540,93,6,269.7,44.95,0.18,15,0
10541,28,6,240.7,40.12,0.2,21,1
10542,8,5,488.16,97.63,0.24,10,0
10543,34,7,146.44,20.92,0.52,8,1
10544,29,6,322.71,53.78,0.05,18,0
10545,14,7,476.77,68.11,0.22,8,1
10546,4,6,443.02,73.84,0.53,17,1
10547,34,5,457.52,91.5,0.09,9,0
10548,23,8,418.07,52.26,0.79,14,1
10549,45,6,475.99,79.33,0.4,19,0
10550,23,8,611.72,76.46,0.12,13,1
10551,58,7,507.5,72.5,0.3,19,0
10552,25,5,411.25,82.25,0.16,18,1
10553,25,9,380.18,42.24,0.15,9,0
10554,63,5,119.44,23.89,0.31,11,0
10555,16,4,110.09,27.52,0.05,9,1
10556,5,6,231.49,38.58,0.05,8,0
10557,1,11,742.73,67.52,0.32,19,1
10558,43,7,722.73,103.25,0.18,10,1
10559,30,5,443.18,88.64,0.36,11,0
10560,37,4,391.4,97.85,0.26,17,1
10561,8,4,207.41,51.85,0.16,12,0
10562,5,6,344.93,57.49,0.38,12,1
10563,1,3,169.01,56.34,0.3,14,1
10564,13,7,246.03,35.15,0.77,21,1
10565,27,3,64.28,21.43,0.19,17,1
10566,15,6,462.28,77.05,0.1,15,1
10567,18,3,356.6,118.87,0.48,16,0
10568,71,7,227.62,32.52,0.23,19,0
10569,13,4,79.61,19.9,0.11,14,0
10570,22,6,581.1,96.85,0.31,12,1
10571,46,3,124.56,41.52,0.29,16,0
10572,16,7,714.79,102.11,0.25,15,1
10573,30,7,622.39,88.91,0.36,17,1
10574,60,8,914.37,114.3,0.18,16,1
10575,90,7,405.56,57.94,0.46,17,0
10576,5,7,591.55,84.51,0.34,15,1
10577,79,5,319.05,63.81,0.1,13,0
10578,21,5,406.06,81.21,0.37,11,1
10579,9,8,497.66,62.21,0.21,16,1
10580,19,6,208.84,34.81,0.77,19,1
10581,118,6,409.98,68.33,0.18,16,0
10582,21,9,634.51,70.5,0.11,17,1
10583,12,5,500.57,100.11,0.16,17,1
10584,31,3,276.69,92.23,0.22,16,0
10585,9,4,338.79,84.7,0.23,21,1
10586,3,5,134.53,26.91,0.36,17,1
10587,5,7,634.65,90.66,0.07,10,1
10588,5,10,675.32,67.53,0.13,18,1
10589,5,4,435.52,108.88,0.27,19,1
10590,5,6,669.52,111.59,0.09,10,1
10591,31,4,83.17,20.79,0.39,18,0
10592,7,3,303.5,101.17,0.13,13,1
10593,13,5,94.79,18.96,0.18,13,1
10594,69,10,535.53,53.55,0.09,20,0
10595,20,5,359.71,71.94,0.08,20,0
10596,34,6,183.3,30.55,0.47,13,0
10597,6,9,840.27,93.36,0.23,12,1
10598,7,9,142.9,15.88,0.15,21,1
10599,2,6,196.22,32.7,0.4,12,1
10600,6,4,303.93,75.98,0.74,9,1
10601,10,10,900.11,90.01,0.22,21,1
10602,6,3,333.74,111.25,0.47,14,1
